Locality,Districtname,StateName
Khokarla,NAGPUR,MAHARASHTRA
Kukkadumri,NAGPUR,MAHARASHTRA
Lohara,NAGPUR,MAHARASHTRA
Mandhal,NAGPUR,MAHARASHTRA
Mendhekala,NAGPUR,MAHARASHTRA
Navegaon,NAGPUR,MAHARASHTRA
Pohara,NAGPUR,MAHARASHTRA
Ruyad,NAGPUR,MAHARASHTRA
Takli,NAGPUR,MAHARASHTRA
Tekepar,NAGPUR,MAHARASHTRA
Ambhora,NAGPUR,MAHARASHTRA
Balapur (kochhi),NAGPUR,MAHARASHTRA
Bori (naik),NAGPUR,MAHARASHTRA
Bori (sadachar),NAGPUR,MAHARASHTRA
Chikna tukum,NAGPUR,MAHARASHTRA
kujba,NAGPUR,MAHARASHTRA
Mendha,NAGPUR,MAHARASHTRA
Navegaon (devi),NAGPUR,MAHARASHTRA
Pipalgaon,NAGPUR,MAHARASHTRA
Pipri,NAGPUR,MAHARASHTRA
Tamaswadi,NAGPUR,MAHARASHTRA
Weltur,NAGPUR,MAHARASHTRA
Bhandarbodi,NAGPUR,MAHARASHTRA
Bramhani,NAGPUR,MAHARASHTRA
Dawdipar,NAGPUR,MAHARASHTRA
Gonha,NAGPUR,MAHARASHTRA
Kesori,NAGPUR,MAHARASHTRA
Kujba,NAGPUR,MAHARASHTRA
Pachkhedi (gandli),NAGPUR,MAHARASHTRA
Panjarepar,NAGPUR,MAHARASHTRA
Paoni,NAGPUR,MAHARASHTRA
Pardi,NAGPUR,MAHARASHTRA
Shiwani,NAGPUR,MAHARASHTRA
Siroli,NAGPUR,MAHARASHTRA
Tudka,NAGPUR,MAHARASHTRA
Udeshwar,NAGPUR,MAHARASHTRA
Wadegaon (mandhal),NAGPUR,MAHARASHTRA
Bareja (ri),NAGPUR,MAHARASHTRA
Chikhalapar,NAGPUR,MAHARASHTRA
Chikhaldhokda,NAGPUR,MAHARASHTRA
Hiwra Hiwri,NAGPUR,MAHARASHTRA
Mahalgaon,NAGPUR,MAHARASHTRA
Nandra,NAGPUR,MAHARASHTRA
Shionfal,NAGPUR,MAHARASHTRA
Besur,NAGPUR,MAHARASHTRA
Besur,NAGPUR,MAHARASHTRA
Boribhatari (ri),NAGPUR,MAHARASHTRA
Tidkepar,NAGPUR,MAHARASHTRA
Chanoda,NAGPUR,MAHARASHTRA
Kinhala,NAGPUR,MAHARASHTRA
Nad,NAGPUR,MAHARASHTRA
Panjrepar,NAGPUR,MAHARASHTRA
Panjrepar (ri),NAGPUR,MAHARASHTRA
Sukli,NAGPUR,MAHARASHTRA
Bothali,NAGPUR,MAHARASHTRA
Kharkada,NAGPUR,MAHARASHTRA
Salebhatti,NAGPUR,MAHARASHTRA
Keslapur,NAGPUR,MAHARASHTRA
Khandalzari,NAGPUR,MAHARASHTRA
Pirawa,NAGPUR,MAHARASHTRA
Sirsi (r),NAGPUR,MAHARASHTRA
Sukali Junoni,NAGPUR,MAHARASHTRA
Surabardi,NAGPUR,MAHARASHTRA
Tambekhani (ri),NAGPUR,MAHARASHTRA
Zamkoli,NAGPUR,MAHARASHTRA
Khatkheda,NAGPUR,MAHARASHTRA
Kinhala (de),NAGPUR,MAHARASHTRA
Bhowari,NAGPUR,MAHARASHTRA
Hiwara,NAGPUR,MAHARASHTRA
Mahalgaon,NAGPUR,MAHARASHTRA
Panjarepar,NAGPUR,MAHARASHTRA
Ambada,NAGPUR,MAHARASHTRA
Arambhi,NAGPUR,MAHARASHTRA
Jalalkheda,NAGPUR,MAHARASHTRA
Junona (Gharad),NAGPUR,MAHARASHTRA
Muktapur,NAGPUR,MAHARASHTRA
Pimpaldhara,NAGPUR,MAHARASHTRA
Umatha,NAGPUR,MAHARASHTRA
Wadhona,NAGPUR,MAHARASHTRA
Dawasa,NAGPUR,MAHARASHTRA
Khadki,NAGPUR,MAHARASHTRA
Khedi,NAGPUR,MAHARASHTRA
Mahendri,NAGPUR,MAHARASHTRA
Tara,NAGPUR,MAHARASHTRA
Utara,NAGPUR,MAHARASHTRA
Sinjar,NAGPUR,MAHARASHTRA
Thadipavni,NAGPUR,MAHARASHTRA
Hiwramath,NAGPUR,MAHARASHTRA
Rampuri,NAGPUR,MAHARASHTRA
Saiwada,NAGPUR,MAHARASHTRA
Sakharkheda,NAGPUR,MAHARASHTRA
Wadvihara,NAGPUR,MAHARASHTRA
Khargad,NAGPUR,MAHARASHTRA
Madna,NAGPUR,MAHARASHTRA
Khalangodi,NAGPUR,MAHARASHTRA
Mahajanpur,NAGPUR,MAHARASHTRA
Nandni,NAGPUR,MAHARASHTRA
Datewadi,NAGPUR,MAHARASHTRA
Kharbadi,NAGPUR,MAHARASHTRA
Mendhala,NAGPUR,MAHARASHTRA
Ramthi,NAGPUR,MAHARASHTRA
Thugaon (Deo),NAGPUR,MAHARASHTRA
Udapur,NAGPUR,MAHARASHTRA
Banor,NAGPUR,MAHARASHTRA
Baradpavni,NAGPUR,MAHARASHTRA
Bopapur,NAGPUR,MAHARASHTRA
Ramgaon,NAGPUR,MAHARASHTRA
Babulkheda,NAGPUR,MAHARASHTRA
Bhorgad,NAGPUR,MAHARASHTRA
Chikhali (Malode),NAGPUR,MAHARASHTRA
Gondidigras,NAGPUR,MAHARASHTRA
Katol,NAGPUR,MAHARASHTRA
Lakholi,NAGPUR,MAHARASHTRA
Linga,NAGPUR,MAHARASHTRA
Malegaon,NAGPUR,MAHARASHTRA
Naigaon (N.V.),NAGPUR,MAHARASHTRA
Yenvihira,NAGPUR,MAHARASHTRA
Akewada,NAGPUR,MAHARASHTRA
Borgaon,NAGPUR,MAHARASHTRA
Delwadi,NAGPUR,MAHARASHTRA
Dhiwarwadi,NAGPUR,MAHARASHTRA
Gonhi,NAGPUR,MAHARASHTRA
Isapur(Bk),NAGPUR,MAHARASHTRA
Ladgaon,NAGPUR,MAHARASHTRA
Mhaskhapra,NAGPUR,MAHARASHTRA
Panwadi,NAGPUR,MAHARASHTRA
Parsodi,NAGPUR,MAHARASHTRA
Pratapgad,NAGPUR,MAHARASHTRA
Randhoda,NAGPUR,MAHARASHTRA
Siraswadi Dongargaon,NAGPUR,MAHARASHTRA
Ajangaon,NAGPUR,MAHARASHTRA
Borkhedi(Mal),NAGPUR,MAHARASHTRA
Chakdoh,NAGPUR,MAHARASHTRA
Chichkumbha,NAGPUR,MAHARASHTRA
Dhawalapur,NAGPUR,MAHARASHTRA
Fetri,NAGPUR,MAHARASHTRA
Ghorpad,NAGPUR,MAHARASHTRA
Gondhani,NAGPUR,MAHARASHTRA
Gondikhapa,NAGPUR,MAHARASHTRA
Halli Madan,NAGPUR,MAHARASHTRA
Hatla,NAGPUR,MAHARASHTRA
Lohgad,NAGPUR,MAHARASHTRA
Maragsur,NAGPUR,MAHARASHTRA
Metpanjra,NAGPUR,MAHARASHTRA
Nanda,NAGPUR,MAHARASHTRA
Pathar,NAGPUR,MAHARASHTRA
Saoli,NAGPUR,MAHARASHTRA
Tarabodi,NAGPUR,MAHARASHTRA
Wandli (Kh),NAGPUR,MAHARASHTRA
Zilpa,NAGPUR,MAHARASHTRA
Bhajipani,NAGPUR,MAHARASHTRA
Chendkapur,NAGPUR,MAHARASHTRA
Hanuman Mandir,NAGPUR,MAHARASHTRA
ITI,NAGPUR,MAHARASHTRA
Kalkuhi,NAGPUR,MAHARASHTRA
Kedarpur,NAGPUR,MAHARASHTRA
Kelapur,NAGPUR,MAHARASHTRA
Kokarda,NAGPUR,MAHARASHTRA
Kolambi,NAGPUR,MAHARASHTRA
Malkapur,NAGPUR,MAHARASHTRA
Pandhardhakani,NAGPUR,MAHARASHTRA
Pardi (Gotmare),NAGPUR,MAHARASHTRA
Wadhona (Lodhi),NAGPUR,MAHARASHTRA
Borkhedi,NAGPUR,MAHARASHTRA
Bramhapuri,NAGPUR,MAHARASHTRA
Dhwlapur,NAGPUR,MAHARASHTRA
Ghubadi,NAGPUR,MAHARASHTRA
Isasani,NAGPUR,MAHARASHTRA
Junewani,NAGPUR,MAHARASHTRA
Khadki,NAGPUR,MAHARASHTRA
Khangaon,NAGPUR,MAHARASHTRA
Khanwadi,NAGPUR,MAHARASHTRA
Lamdham,NAGPUR,MAHARASHTRA
Lohagad,NAGPUR,MAHARASHTRA
Lohgad (Theke),NAGPUR,MAHARASHTRA
Mendhepathar,NAGPUR,MAHARASHTRA
Mendhepathar,NAGPUR,MAHARASHTRA
Pardi,NAGPUR,MAHARASHTRA
Yenwa,NAGPUR,MAHARASHTRA
Ambada,NAGPUR,MAHARASHTRA
Ambada (sonak),NAGPUR,MAHARASHTRA
Borgondi,NAGPUR,MAHARASHTRA
Chaukigad,NAGPUR,MAHARASHTRA
Chaurepathar,NAGPUR,MAHARASHTRA
Gangaldoh,NAGPUR,MAHARASHTRA
Gondimohgaon,NAGPUR,MAHARASHTRA
Gujarkhedi,NAGPUR,MAHARASHTRA
Isapur,NAGPUR,MAHARASHTRA
Isapur (Kh),NAGPUR,MAHARASHTRA
Khairi (Navghare),NAGPUR,MAHARASHTRA
Khapa (Bk),NAGPUR,MAHARASHTRA
Palgondi,NAGPUR,MAHARASHTRA
Panjra,NAGPUR,MAHARASHTRA
Panjra (Bk),NAGPUR,MAHARASHTRA
Tandulwani,NAGPUR,MAHARASHTRA
Ubagi,NAGPUR,MAHARASHTRA
Walni,NAGPUR,MAHARASHTRA
Yelkapar,NAGPUR,MAHARASHTRA
Zilpi,NAGPUR,MAHARASHTRA
Alagondi,NAGPUR,MAHARASHTRA
Bid Jatamzari,NAGPUR,MAHARASHTRA
Bordoh,NAGPUR,MAHARASHTRA
Chandanpardi,NAGPUR,MAHARASHTRA
Dongargaon,NAGPUR,MAHARASHTRA
Jatamkohala,NAGPUR,MAHARASHTRA
Karla,NAGPUR,MAHARASHTRA
Katlabodi,NAGPUR,MAHARASHTRA
Khandala (Kh),NAGPUR,MAHARASHTRA
Kolhu,NAGPUR,MAHARASHTRA
Kukadi,NAGPUR,MAHARASHTRA
Mendhepathar (Jangli),NAGPUR,MAHARASHTRA
Mohgaon,NAGPUR,MAHARASHTRA
Murti,NAGPUR,MAHARASHTRA
Panwadi,NAGPUR,MAHARASHTRA
Sirsawadi,NAGPUR,MAHARASHTRA
Sonegaon (Bk),NAGPUR,MAHARASHTRA
Sonkhamb,NAGPUR,MAHARASHTRA
Waghoda,NAGPUR,MAHARASHTRA
Wajbodi,NAGPUR,MAHARASHTRA
Wanipura,NAGPUR,MAHARASHTRA
Amnergondi,NAGPUR,MAHARASHTRA
Bori,NAGPUR,MAHARASHTRA
Chargaon,NAGPUR,MAHARASHTRA
Chichala,NAGPUR,MAHARASHTRA
Chikhlagad,NAGPUR,MAHARASHTRA
Dorli (Kh),NAGPUR,MAHARASHTRA
Kawdimet,NAGPUR,MAHARASHTRA
Khadki,NAGPUR,MAHARASHTRA
Khutamba,NAGPUR,MAHARASHTRA
Kohala,NAGPUR,MAHARASHTRA
Lohgad(Mal],NAGPUR,MAHARASHTRA
Mannath,NAGPUR,MAHARASHTRA
Metpanjara,NAGPUR,MAHARASHTRA
Mhasala,NAGPUR,MAHARASHTRA
Mohkhedi,NAGPUR,MAHARASHTRA
Shivkamath,NAGPUR,MAHARASHTRA
Wandli (Bk),NAGPUR,MAHARASHTRA
Godhani,NAGPUR,MAHARASHTRA
Sawargaon,NAGPUR,MAHARASHTRA
Dewali,NAGPUR,MAHARASHTRA
Khairgaon,NAGPUR,MAHARASHTRA
Ambada,NAGPUR,MAHARASHTRA
Mohgaon,NAGPUR,MAHARASHTRA
Narkhed,NAGPUR,MAHARASHTRA
PHC,NAGPUR,MAHARASHTRA
Salai,NAGPUR,MAHARASHTRA
Sindi,NAGPUR,MAHARASHTRA
Wadegaon,NAGPUR,MAHARASHTRA
Agra,NAGPUR,MAHARASHTRA
Bazar Chauk,NAGPUR,MAHARASHTRA
Khedikaryat,NAGPUR,MAHARASHTRA
Pandhari,NAGPUR,MAHARASHTRA
Umari,NAGPUR,MAHARASHTRA
Belona,NAGPUR,MAHARASHTRA
Junona,NAGPUR,MAHARASHTRA
Mundmalipura,NAGPUR,MAHARASHTRA
Narkhed (kamthi Tola),NAGPUR,MAHARASHTRA
Pimpalgaon Raut,NAGPUR,MAHARASHTRA
Pipla Khurd,NAGPUR,MAHARASHTRA
Tinkheda,NAGPUR,MAHARASHTRA
Gaimukh,NAGPUR,MAHARASHTRA
Heti,NAGPUR,MAHARASHTRA
Mohadi,NAGPUR,MAHARASHTRA
Pardi,NAGPUR,MAHARASHTRA
Parsodi,NAGPUR,MAHARASHTRA
Pimpalgaon (wakhaji),NAGPUR,MAHARASHTRA
Pipla (kewalram),NAGPUR,MAHARASHTRA
Sardi,NAGPUR,MAHARASHTRA
Sonoli BO,NAGPUR,MAHARASHTRA
Khutkheri,NAGPUR,MAHARASHTRA
Nandori,NAGPUR,MAHARASHTRA
Pawarkheda,NAGPUR,MAHARASHTRA
Shenda,NAGPUR,MAHARASHTRA
UmariUmari,NAGPUR,MAHARASHTRA
Yeni,NAGPUR,MAHARASHTRA
Dindargaon (Raut),NAGPUR,MAHARASHTRA
Kakaddara,NAGPUR,MAHARASHTRA
Kharsoli,NAGPUR,MAHARASHTRA
Mahila Goathan,NAGPUR,MAHARASHTRA
Manikwada,NAGPUR,MAHARASHTRA
Nababpur,NAGPUR,MAHARASHTRA
Thugaon (Nipani),NAGPUR,MAHARASHTRA
Dade Mohalla,NAGPUR,MAHARASHTRA
Gondegaon,NAGPUR,MAHARASHTRA
Khair peth,NAGPUR,MAHARASHTRA
Mohadi (Dalvi),NAGPUR,MAHARASHTRA
Pilapur,NAGPUR,MAHARASHTRA
Sonpur,NAGPUR,MAHARASHTRA
Bhaiwadi,NAGPUR,MAHARASHTRA
Dhotra,NAGPUR,MAHARASHTRA
Gaulkheda,NAGPUR,MAHARASHTRA
Sonegaon,NAGPUR,MAHARASHTRA
Yerla,NAGPUR,MAHARASHTRA
Jamgaon Kh,NAGPUR,MAHARASHTRA
Jatlapur,NAGPUR,MAHARASHTRA
Narayanpur,NAGPUR,MAHARASHTRA
Paradsinga,NAGPUR,MAHARASHTRA
Khapa,NAGPUR,MAHARASHTRA
Kharala,NAGPUR,MAHARASHTRA
Maiwadi,NAGPUR,MAHARASHTRA
Pandhakani,NAGPUR,MAHARASHTRA
Parsodi [Dixit],NAGPUR,MAHARASHTRA
Rohana,NAGPUR,MAHARASHTRA
Sahajapur,NAGPUR,MAHARASHTRA
Thaturwada,NAGPUR,MAHARASHTRA
Jamgaon Kh,NAGPUR,MAHARASHTRA
Kharashi,NAGPUR,MAHARASHTRA
Khushalpur,NAGPUR,MAHARASHTRA
Ghogra,NAGPUR,MAHARASHTRA
Gumgaon,NAGPUR,MAHARASHTRA
Jamgaon Bk,NAGPUR,MAHARASHTRA
Mohgaon (Dhole),NAGPUR,MAHARASHTRA
Naigaon (Dhote),NAGPUR,MAHARASHTRA
Naigaon (Thakre),NAGPUR,MAHARASHTRA
Paradsinga,NAGPUR,MAHARASHTRA
Harankhuri,NAGPUR,MAHARASHTRA
Panwadi,NAGPUR,MAHARASHTRA
Wiwara,NAGPUR,MAHARASHTRA
Yerla (Dhote),NAGPUR,MAHARASHTRA
Bhidhnur,NAGPUR,MAHARASHTRA
Indarwada,NAGPUR,MAHARASHTRA
Jolwadi,NAGPUR,MAHARASHTRA
Kalambha,NAGPUR,MAHARASHTRA
Karanjoli,NAGPUR,MAHARASHTRA
Lohara,NAGPUR,MAHARASHTRA
Masli,NAGPUR,MAHARASHTRA
Narsingi,NAGPUR,MAHARASHTRA
Sawanga (Lohari),NAGPUR,MAHARASHTRA
Khaprikene,NAGPUR,MAHARASHTRA
Ranwadi,NAGPUR,MAHARASHTRA
Warjali,NAGPUR,MAHARASHTRA
Bharsingi,NAGPUR,MAHARASHTRA
Chaurepathar,NAGPUR,MAHARASHTRA
Digras (Bk),NAGPUR,MAHARASHTRA
Junewani,NAGPUR,MAHARASHTRA
Khapri,NAGPUR,MAHARASHTRA
Wadvihara,NAGPUR,MAHARASHTRA
Wandli,NAGPUR,MAHARASHTRA
Ambada (Deshmukh),NAGPUR,MAHARASHTRA
Ambola,NAGPUR,MAHARASHTRA
Dorli Bhandwalkar,NAGPUR,MAHARASHTRA
Khutkheri,NAGPUR,MAHARASHTRA
Sawargaon,NAGPUR,MAHARASHTRA
Banor,NAGPUR,MAHARASHTRA
Dorli (Bk),NAGPUR,MAHARASHTRA
Khalangondri,NAGPUR,MAHARASHTRA
Mendki,NAGPUR,MAHARASHTRA
Mukani,NAGPUR,MAHARASHTRA
Shindi (Umari),NAGPUR,MAHARASHTRA
Chorkhairi,NAGPUR,MAHARASHTRA
Khandala Mundafale,NAGPUR,MAHARASHTRA
khedi,NAGPUR,MAHARASHTRA
Malapur,NAGPUR,MAHARASHTRA
Mohgaon (Bhadade),NAGPUR,MAHARASHTRA
Rajni,NAGPUR,MAHARASHTRA
Shindi (Umari),NAGPUR,MAHARASHTRA
Singarkheda,NAGPUR,MAHARASHTRA
Gowar [G],NAGPUR,MAHARASHTRA
Mannath,NAGPUR,MAHARASHTRA
Mhasora,NAGPUR,MAHARASHTRA
Mhasora,NAGPUR,MAHARASHTRA
Mohgaon,NAGPUR,MAHARASHTRA
Tapani,NAGPUR,MAHARASHTRA
Jatamzari,NAGPUR,MAHARASHTRA
Junona (Fuke),NAGPUR,MAHARASHTRA
Khamli,NAGPUR,MAHARASHTRA
Mohgaon (Bhadade),NAGPUR,MAHARASHTRA
Nanda (shinde),NAGPUR,MAHARASHTRA
Pipla (kh),NAGPUR,MAHARASHTRA
Sipikhapa,NAGPUR,MAHARASHTRA
Gollarkhapa,NAGPUR,MAHARASHTRA
Sonoli BO,NAGPUR,MAHARASHTRA
Dudhabardi,NAGPUR,MAHARASHTRA
Mannath,NAGPUR,MAHARASHTRA
Mogra,NAGPUR,MAHARASHTRA
Mohgaon,NAGPUR,MAHARASHTRA
Yenikoni,NAGPUR,MAHARASHTRA
Ambada,NAGPUR,MAHARASHTRA
Dorli (Bhandwalkar),NAGPUR,MAHARASHTRA
Khedi Gowargondi,NAGPUR,MAHARASHTRA
Koni,NAGPUR,MAHARASHTRA
Pipla (kewalram),NAGPUR,MAHARASHTRA
Pipla (kewalram),NAGPUR,MAHARASHTRA
Pithori,NAGPUR,MAHARASHTRA
Shemda,NAGPUR,MAHARASHTRA
Sonoli,NAGPUR,MAHARASHTRA
Toyapar,NAGPUR,MAHARASHTRA
Yeni,NAGPUR,MAHARASHTRA
ajni,NAGPUR,MAHARASHTRA
Belda,NAGPUR,MAHARASHTRA
borda,NAGPUR,MAHARASHTRA
Chiknapur,NAGPUR,MAHARASHTRA
Dahoda,NAGPUR,MAHARASHTRA
Hetitola,NAGPUR,MAHARASHTRA
Hiwara,NAGPUR,MAHARASHTRA
Katta,NAGPUR,MAHARASHTRA
Khandala,NAGPUR,MAHARASHTRA
Khanora,NAGPUR,MAHARASHTRA
Mansar Mine,NAGPUR,MAHARASHTRA
Pindkapar,NAGPUR,MAHARASHTRA
Pindkapur,NAGPUR,MAHARASHTRA
Saundani,NAGPUR,MAHARASHTRA
Tuyapar,NAGPUR,MAHARASHTRA
Usripar,NAGPUR,MAHARASHTRA
Wadamba (Malgujari),NAGPUR,MAHARASHTRA
Wadamba (Rayatwari),NAGPUR,MAHARASHTRA
Belda,NAGPUR,MAHARASHTRA
Bori (singori),NAGPUR,MAHARASHTRA
Bori (Rani),NAGPUR,MAHARASHTRA
Chorbahuli (mogra),NAGPUR,MAHARASHTRA
Fulzari,NAGPUR,MAHARASHTRA
Hiwara (Gahu),NAGPUR,MAHARASHTRA
kandri,NAGPUR,MAHARASHTRA
Khandala,NAGPUR,MAHARASHTRA
Khidki,NAGPUR,MAHARASHTRA
Lodha,NAGPUR,MAHARASHTRA
Metshivadouli,NAGPUR,MAHARASHTRA
Narsala,NAGPUR,MAHARASHTRA
Nilaj,NAGPUR,MAHARASHTRA
Pachpaoli,NAGPUR,MAHARASHTRA
Patharai,NAGPUR,MAHARASHTRA
Pathrai,NAGPUR,MAHARASHTRA
pauni,NAGPUR,MAHARASHTRA
Pendhari,NAGPUR,MAHARASHTRA
Salai,NAGPUR,MAHARASHTRA
Shirpur,NAGPUR,MAHARASHTRA
Sillari,NAGPUR,MAHARASHTRA
Tangla,NAGPUR,MAHARASHTRA
Zinzariya,NAGPUR,MAHARASHTRA
Bothiya(palora),NAGPUR,MAHARASHTRA
Fulzari(fv).),NAGPUR,MAHARASHTRA
Hiwara (bende),NAGPUR,MAHARASHTRA
Junewani,NAGPUR,MAHARASHTRA
Kharpada,NAGPUR,MAHARASHTRA
Khedi,NAGPUR,MAHARASHTRA
Murzad,NAGPUR,MAHARASHTRA
Nawargaon,NAGPUR,MAHARASHTRA
Rajoli,NAGPUR,MAHARASHTRA
Ranala,NAGPUR,MAHARASHTRA
Sawangi,NAGPUR,MAHARASHTRA
Ambazari,NAGPUR,MAHARASHTRA
Borada (G),NAGPUR,MAHARASHTRA
Borda,NAGPUR,MAHARASHTRA
Charbha,NAGPUR,MAHARASHTRA
Chargaon,NAGPUR,MAHARASHTRA
Dulara,NAGPUR,MAHARASHTRA
Jintola,NAGPUR,MAHARASHTRA
khari,NAGPUR,MAHARASHTRA
khumari,NAGPUR,MAHARASHTRA
Manegaon Tek,NAGPUR,MAHARASHTRA
mansar,NAGPUR,MAHARASHTRA
Pipriya,NAGPUR,MAHARASHTRA
Pusda,NAGPUR,MAHARASHTRA
Ramjam,NAGPUR,MAHARASHTRA
Salai,NAGPUR,MAHARASHTRA
Sarakha,NAGPUR,MAHARASHTRA
Shahapur,NAGPUR,MAHARASHTRA
Sindewani,NAGPUR,MAHARASHTRA
Sitapur,NAGPUR,MAHARASHTRA
Sitapur,NAGPUR,MAHARASHTRA
wadamba,NAGPUR,MAHARASHTRA
Wirshi,NAGPUR,MAHARASHTRA
Aisamba,NAGPUR,MAHARASHTRA
Deolapar,NAGPUR,MAHARASHTRA
Gangner,NAGPUR,MAHARASHTRA
Karajghat,NAGPUR,MAHARASHTRA
Khapa,NAGPUR,MAHARASHTRA
Khirsadi(Rithi),NAGPUR,MAHARASHTRA
Manegaon,NAGPUR,MAHARASHTRA
Navegaon,NAGPUR,MAHARASHTRA
Sawara,NAGPUR,MAHARASHTRA
Tuyapar,NAGPUR,MAHARASHTRA
Ajani,NAGPUR,MAHARASHTRA
Bandra,MUMBAI,MAHARASHTRA
Chorbahuli(fo),NAGPUR,MAHARASHTRA
Dongartal,NAGPUR,MAHARASHTRA
Ghorpad,NAGPUR,MAHARASHTRA
Hiwara(bazar),NAGPUR,MAHARASHTRA
Hiwari,NAGPUR,MAHARASHTRA
Khumari,NAGPUR,MAHARASHTRA
Khursapar,NAGPUR,MAHARASHTRA
Neri,NAGPUR,MAHARASHTRA
Pauni,NAGPUR,MAHARASHTRA
rewral,NAGPUR,MAHARASHTRA
Sarra,NAGPUR,MAHARASHTRA
Warghat,NAGPUR,MAHARASHTRA
Akola,NAGPUR,MAHARASHTRA
Gada,NAGPUR,MAHARASHTRA
Ghoti,NAGPUR,MAHARASHTRA
Jamuniya,NAGPUR,MAHARASHTRA
Kadbikheda,NAGPUR,MAHARASHTRA
Kamptee,NAGPUR,MAHARASHTRA
karwahi,NAGPUR,MAHARASHTRA
Karwahi,NAGPUR,MAHARASHTRA
Khumari,NAGPUR,MAHARASHTRA
Khumari,NAGPUR,MAHARASHTRA
Lakhapur,NAGPUR,MAHARASHTRA
Manegaon tek,NAGPUR,MAHARASHTRA
pipriya,NAGPUR,MAHARASHTRA
salwa,NAGPUR,MAHARASHTRA
Tangla,NAGPUR,MAHARASHTRA
deolapar,NAGPUR,MAHARASHTRA
Garra,NAGPUR,MAHARASHTRA
Khopadi,NAGPUR,MAHARASHTRA
Moudi,NAGPUR,MAHARASHTRA
Pipriyapeth (r),NAGPUR,MAHARASHTRA
Rewaral,NAGPUR,MAHARASHTRA
Salwa,NAGPUR,MAHARASHTRA
Irregation Colony,NAGPUR,MAHARASHTRA
Kamthi,NAGPUR,MAHARASHTRA
Tekadi Colony,NAGPUR,MAHARASHTRA
Gondegaon Colony,NAGPUR,MAHARASHTRA
Gadeghat,NAGPUR,MAHARASHTRA
Ghat Rohara,NAGPUR,MAHARASHTRA
Nangaon,NAGPUR,MAHARASHTRA
Tekadi,NAGPUR,MAHARASHTRA
Gondegaon,NAGPUR,MAHARASHTRA
Yesamba,NAGPUR,MAHARASHTRA
Borada (G),NAGPUR,MAHARASHTRA
Wagholi,NAGPUR,MAHARASHTRA
Warada,NAGPUR,MAHARASHTRA
Ghat Rohana,NAGPUR,MAHARASHTRA
Alesur (N.V.),NAGPUR,MAHARASHTRA
Bamhni,NAGPUR,MAHARASHTRA
Chicholi,NAGPUR,MAHARASHTRA
Ghorad,NAGPUR,MAHARASHTRA
Gumthala,NAGPUR,MAHARASHTRA
Hardoli,NAGPUR,MAHARASHTRA
Khairi (Lakhmaji),NAGPUR,MAHARASHTRA
Lonara,NAGPUR,MAHARASHTRA
Nimboli,NAGPUR,MAHARASHTRA
Ubali,NAGPUR,MAHARASHTRA
Walni,NAGPUR,MAHARASHTRA
Yerla,NAGPUR,MAHARASHTRA
Astikala,NAGPUR,MAHARASHTRA
Belori bk.,NAGPUR,MAHARASHTRA
Belori Kh.,NAGPUR,MAHARASHTRA
Bhartwada,NAGPUR,MAHARASHTRA
Bordoh,NAGPUR,MAHARASHTRA
Brahmanwada,NAGPUR,MAHARASHTRA
Dhapewada Kh.,NAGPUR,MAHARASHTRA
Dhurkheda,NAGPUR,MAHARASHTRA
Fetari,NAGPUR,MAHARASHTRA
Gadaga,NAGPUR,MAHARASHTRA
Ghogali,NAGPUR,MAHARASHTRA
Ghorad,NAGPUR,MAHARASHTRA
Kalambi,NAGPUR,MAHARASHTRA
Kalambi,NAGPUR,MAHARASHTRA
Karli,NAGPUR,MAHARASHTRA
Ubali,NAGPUR,MAHARASHTRA
Ashti Kh.,NAGPUR,MAHARASHTRA
Ketapar,NAGPUR,MAHARASHTRA
Khairi (Harji),NAGPUR,MAHARASHTRA
Shahapur,NAGPUR,MAHARASHTRA
Waroda,NAGPUR,MAHARASHTRA
Borgaon,NAGPUR,MAHARASHTRA
Chakkikhapa,NAGPUR,MAHARASHTRA
Kalameshwar,NAGPUR,MAHARASHTRA
Panjra,NAGPUR,MAHARASHTRA
Selu,NAGPUR,MAHARASHTRA
Tonda khairi,NAGPUR,MAHARASHTRA
Ubagi,NAGPUR,MAHARASHTRA
Uparwani,NAGPUR,MAHARASHTRA
Bamhni,NAGPUR,MAHARASHTRA
Dorli gangaji,NAGPUR,MAHARASHTRA
Kalameshwar,NAGPUR,MAHARASHTRA
Kalameshwar,NAGPUR,MAHARASHTRA
Nimji,NAGPUR,MAHARASHTRA
Dhapewada bk.,NAGPUR,MAHARASHTRA
Ghoghali,NAGPUR,MAHARASHTRA
Khandala,NAGPUR,MAHARASHTRA
Khapari (uma),NAGPUR,MAHARASHTRA
Sahajapur,NAGPUR,MAHARASHTRA
Sahuli,NAGPUR,MAHARASHTRA
Uparwani,NAGPUR,MAHARASHTRA
Chinchbhuwan,NAGPUR,MAHARASHTRA
Dahegaon,NAGPUR,MAHARASHTRA
Dhapewada bk.,NAGPUR,MAHARASHTRA
Fetri,NAGPUR,MAHARASHTRA
Ghogali,NAGPUR,MAHARASHTRA
Khadgaon,NAGPUR,MAHARASHTRA
Khapari (kothe),NAGPUR,MAHARASHTRA
Wadhona Bk.,NAGPUR,MAHARASHTRA
Bhandagi,NAGPUR,MAHARASHTRA
Bhokara,NAGPUR,MAHARASHTRA
Bodhala,NAGPUR,MAHARASHTRA
Borgaon bk.,NAGPUR,MAHARASHTRA
Khangaon,NAGPUR,MAHARASHTRA
